Source,Target,Type,Pokemon Type 
Ferrothorn,Gogoat,Undirected,Grass
Ferrothorn,Phantump,Undirected,Grass
Ferrothorn,Trevenant,Undirected,Grass
Ferrothorn,PumpkabooAverage Size,Undirected,Grass
Ferrothorn,PumpkabooSmall Size,Undirected,Grass
Ferrothorn,PumpkabooLarge Size,Undirected,Grass
Ferrothorn,PumpkabooSuper Size,Undirected,Grass
Ferrothorn,GourgeistAverage Size,Undirected,Grass
Ferrothorn,GourgeistSmall Size,Undirected,Grass
Ferrothorn,GourgeistLarge Size,Undirected,Grass
Ferrothorn,GourgeistSuper Size,Undirected,Grass
Virizion,Chespin,Undirected,Grass
Virizion,Quilladin,Undirected,Grass
Virizion,Chesnaught,Undirected,Grass
Virizion,Skiddo,Undirected,Grass
Virizion,Gogoat,Undirected,Grass
Virizion,Phantump,Undirected,Grass
Virizion,Trevenant,Undirected,Grass
Virizion,PumpkabooAverage Size,Undirected,Grass
Virizion,PumpkabooSmall Size,Undirected,Grass
Virizion,PumpkabooLarge Size,Undirected,Grass
Virizion,PumpkabooSuper Size,Undirected,Grass
Virizion,GourgeistAverage Size,Undirected,Grass
Virizion,GourgeistSmall Size,Undirected,Grass
Virizion,GourgeistLarge Size,Undirected,Grass
Virizion,GourgeistSuper Size,Undirected,Grass
Chespin,Quilladin,Undirected,Grass
Chespin,Chesnaught,Undirected,Grass
Chespin,Skiddo,Undirected,Grass
Chespin,Gogoat,Undirected,Grass
Chespin,Phantump,Undirected,Grass
Chespin,Trevenant,Undirected,Grass
Chespin,PumpkabooAverage Size,Undirected,Grass
Chespin,PumpkabooSmall Size,Undirected,Grass
Chespin,PumpkabooLarge Size,Undirected,Grass
Chespin,PumpkabooSuper Size,Undirected,Grass
Chespin,GourgeistAverage Size,Undirected,Grass
Chespin,GourgeistSmall Size,Undirected,Grass
Chespin,GourgeistLarge Size,Undirected,Grass
Chespin,GourgeistSuper Size,Undirected,Grass
Quilladin,Chesnaught,Undirected,Grass
Quilladin,Skiddo,Undirected,Grass
Quilladin,Gogoat,Undirected,Grass
Quilladin,Phantump,Undirected,Grass
Quilladin,Trevenant,Undirected,Grass
Quilladin,PumpkabooAverage Size,Undirected,Grass
Quilladin,PumpkabooSmall Size,Undirected,Grass
Quilladin,PumpkabooLarge Size,Undirected,Grass
Quilladin,PumpkabooSuper Size,Undirected,Grass
Quilladin,GourgeistAverage Size,Undirected,Grass
Quilladin,GourgeistSmall Size,Undirected,Grass
Quilladin,GourgeistLarge Size,Undirected,Grass
Quilladin,GourgeistSuper Size,Undirected,Grass
Chesnaught,Skiddo,Undirected,Grass
Chesnaught,Gogoat,Undirected,Grass
Chesnaught,Phantump,Undirected,Grass
Chesnaught,Trevenant,Undirected,Grass
Chesnaught,PumpkabooAverage Size,Undirected,Grass
Chesnaught,PumpkabooSmall Size,Undirected,Grass
Chesnaught,PumpkabooLarge Size,Undirected,Grass
Chesnaught,PumpkabooSuper Size,Undirected,Grass
Chesnaught,GourgeistAverage Size,Undirected,Grass
Chesnaught,GourgeistSmall Size,Undirected,Grass
Chesnaught,GourgeistLarge Size,Undirected,Grass
Chesnaught,GourgeistSuper Size,Undirected,Grass
Skiddo,Gogoat,Undirected,Grass
Skiddo,Phantump,Undirected,Grass
Skiddo,Trevenant,Undirected,Grass
Skiddo,PumpkabooAverage Size,Undirected,Grass
Skiddo,PumpkabooSmall Size,Undirected,Grass
Skiddo,PumpkabooLarge Size,Undirected,Grass
Skiddo,PumpkabooSuper Size,Undirected,Grass
Skiddo,GourgeistAverage Size,Undirected,Grass
Skiddo,GourgeistSmall Size,Undirected,Grass
Skiddo,GourgeistLarge Size,Undirected,Grass
Skiddo,GourgeistSuper Size,Undirected,Grass
Gogoat,Phantump,Undirected,Grass
Gogoat,Trevenant,Undirected,Grass
Gogoat,PumpkabooAverage Size,Undirected,Grass
Gogoat,PumpkabooSmall Size,Undirected,Grass
Gogoat,PumpkabooLarge Size,Undirected,Grass
Gogoat,PumpkabooSuper Size,Undirected,Grass
Gogoat,GourgeistAverage Size,Undirected,Grass
Gogoat,GourgeistSmall Size,Undirected,Grass
Gogoat,GourgeistLarge Size,Undirected,Grass
Gogoat,GourgeistSuper Size,Undirected,Grass
Phantump,Trevenant,Undirected,Grass
Phantump,PumpkabooAverage Size,Undirected,Grass
Phantump,PumpkabooSmall Size,Undirected,Grass
Phantump,PumpkabooLarge Size,Undirected,Grass
Phantump,PumpkabooSuper Size,Undirected,Grass
Phantump,GourgeistAverage Size,Undirected,Grass
Phantump,GourgeistSmall Size,Undirected,Grass
Phantump,GourgeistLarge Size,Undirected,Grass
Phantump,GourgeistSuper Size,Undirected,Grass
Trevenant,PumpkabooAverage Size,Undirected,Grass
Trevenant,PumpkabooSmall Size,Undirected,Grass
Trevenant,PumpkabooLarge Size,Undirected,Grass
Trevenant,PumpkabooSuper Size,Undirected,Grass
Trevenant,GourgeistAverage Size,Undirected,Grass
Trevenant,GourgeistSmall Size,Undirected,Grass
Trevenant,GourgeistLarge Size,Undirected,Grass
Trevenant,GourgeistSuper Size,Undirected,Grass
PumpkabooAverage Size,PumpkabooSmall Size,Undirected,Grass
PumpkabooAverage Size,PumpkabooLarge Size,Undirected,Grass
PumpkabooAverage Size,PumpkabooSuper Size,Undirected,Grass
PumpkabooAverage Size,GourgeistAverage Size,Undirected,Grass
PumpkabooAverage Size,GourgeistSmall Size,Undirected,Grass
PumpkabooAverage Size,GourgeistLarge Size,Undirected,Grass
PumpkabooAverage Size,GourgeistSuper Size,Undirected,Grass
PumpkabooSmall Size,PumpkabooLarge Size,Undirected,Grass
PumpkabooSmall Size,PumpkabooSuper Size,Undirected,Grass
PumpkabooSmall Size,GourgeistAverage Size,Undirected,Grass
PumpkabooSmall Size,GourgeistSmall Size,Undirected,Grass
PumpkabooSmall Size,GourgeistLarge Size,Undirected,Grass
PumpkabooSmall Size,GourgeistSuper Size,Undirected,Grass
PumpkabooLarge Size,PumpkabooSuper Size,Undirected,Grass
PumpkabooLarge Size,GourgeistAverage Size,Undirected,Grass
PumpkabooLarge Size,GourgeistSmall Size,Undirected,Grass
PumpkabooLarge Size,GourgeistLarge Size,Undirected,Grass
PumpkabooLarge Size,GourgeistSuper Size,Undirected,Grass
PumpkabooSuper Size,GourgeistAverage Size,Undirected,Grass
PumpkabooSuper Size,GourgeistSmall Size,Undirected,Grass
PumpkabooSuper Size,GourgeistLarge Size,Undirected,Grass
PumpkabooSuper Size,GourgeistSuper Size,Undirected,Grass
GourgeistAverage Size,GourgeistSmall Size,Undirected,Grass
GourgeistAverage Size,GourgeistLarge Size,Undirected,Grass
GourgeistAverage Size,GourgeistSuper Size,Undirected,Grass
GourgeistSmall Size,GourgeistLarge Size,Undirected,Grass
GourgeistSmall Size,GourgeistSuper Size,Undirected,Grass
GourgeistLarge Size,GourgeistSuper Size,Undirected,Grass
Bulbasaur,Ivysaur,Undirected,Poison
Bulbasaur,Venusaur,Undirected,Poison
Bulbasaur,VenusaurMega Venusaur,Undirected,Poison
Bulbasaur,Weedle,Undirected,Poison
Bulbasaur,Kakuna,Undirected,Poison
Bulbasaur,Beedrill,Undirected,Poison
Bulbasaur,BeedrillMega Beedrill,Undirected,Poison
Bulbasaur,Ekans,Undirected,Poison
Bulbasaur,Arbok,Undirected,Poison
Bulbasaur,Nidoran♀,Undirected,Poison
Bulbasaur,Nidorina,Undirected,Poison
Bulbasaur,Nidoqueen,Undirected,Poison
Bulbasaur,Nidoran♂,Undirected,Poison
Bulbasaur,Nidorino,Undirected,Poison
Bulbasaur,Nidoking,Undirected,Poison
Bulbasaur,Zubat,Undirected,Poison
Bulbasaur,Golbat,Undirected,Poison
Bulbasaur,Oddish,Undirected,Poison
Bulbasaur,Gloom,Undirected,Poison
Bulbasaur,Vileplume,Undirected,Poison
Bulbasaur,Venonat,Undirected,Poison
Bulbasaur,Venomoth,Undirected,Poison
Bulbasaur,Bellsprout,Undirected,Poison
Bulbasaur,Weepinbell,Undirected,Poison
Bulbasaur,Victreebel,Undirected,Poison
Bulbasaur,Tentacool,Undirected,Poison
Bulbasaur,Tentacruel,Undirected,Poison
Bulbasaur,Grimer,Undirected,Poison
Bulbasaur,Muk,Undirected,Poison
Bulbasaur,Gastly,Undirected,Poison
Bulbasaur,Haunter,Undirected,Poison
Bulbasaur,Gengar,Undirected,Poison
Bulbasaur,GengarMega Gengar,Undirected,Poison
Bulbasaur,Koffing,Undirected,Poison
Bulbasaur,Weezing,Undirected,Poison
Bulbasaur,Spinarak,Undirected,Poison
Bulbasaur,Ariados,Undirected,Poison
Bulbasaur,Crobat,Undirected,Poison
Bulbasaur,Qwilfish,Undirected,Poison
Bulbasaur,Dustox,Undirected,Poison
Bulbasaur,Roselia,Undirected,Poison
Bulbasaur,Gulpin,Undirected,Poison
Bulbasaur,Swalot,Undirected,Poison
Bulbasaur,Seviper,Undirected,Poison
Bulbasaur,Budew,Undirected,Poison
Bulbasaur,Roserade,Undirected,Poison
Bulbasaur,Stunky,Undirected,Poison
Bulbasaur,Skuntank,Undirected,Poison
Bulbasaur,Skorupi,Undirected,Poison
Bulbasaur,Drapion,Undirected,Poison
Bulbasaur,Croagunk,Undirected,Poison
Bulbasaur,Toxicroak,Undirected,Poison
Bulbasaur,Venipede,Undirected,Poison
Bulbasaur,Whirlipede,Undirected,Poison
Bulbasaur,Scolipede,Undirected,Poison
Bulbasaur,Trubbish,Undirected,Poison
Bulbasaur,Garbodor,Undirected,Poison
Bulbasaur,Foongus,Undirected,Poison
Bulbasaur,Amoonguss,Undirected,Poison
Bulbasaur,Skrelp,Undirected,Poison
Bulbasaur,Dragalge,Undirected,Poison
Ivysaur,Venusaur,Undirected,Poison
Ivysaur,VenusaurMega Venusaur,Undirected,Poison
Ivysaur,Weedle,Undirected,Poison
Ivysaur,Kakuna,Undirected,Poison
Ivysaur,Beedrill,Undirected,Poison
Ivysaur,BeedrillMega Beedrill,Undirected,Poison
Ivysaur,Ekans,Undirected,Poison
Ivysaur,Arbok,Undirected,Poison
Ivysaur,Nidoran♀,Undirected,Poison
Ivysaur,Nidorina,Undirected,Poison
Ivysaur,Nidoqueen,Undirected,Poison
Ivysaur,Nidoran♂,Undirected,Poison
Ivysaur,Nidorino,Undirected,Poison
Ivysaur,Nidoking,Undirected,Poison
Ivysaur,Zubat,Undirected,Poison
Ivysaur,Golbat,Undirected,Poison
Ivysaur,Oddish,Undirected,Poison
Ivysaur,Gloom,Undirected,Poison
Ivysaur,Vileplume,Undirected,Poison
Ivysaur,Venonat,Undirected,Poison
Ivysaur,Venomoth,Undirected,Poison
Ivysaur,Bellsprout,Undirected,Poison
Ivysaur,Weepinbell,Undirected,Poison
Ivysaur,Victreebel,Undirected,Poison
Ivysaur,Tentacool,Undirected,Poison
Ivysaur,Tentacruel,Undirected,Poison
Ivysaur,Grimer,Undirected,Poison
Ivysaur,Muk,Undirected,Poison
Ivysaur,Gastly,Undirected,Poison
Ivysaur,Haunter,Undirected,Poison
Ivysaur,Gengar,Undirected,Poison
Ivysaur,GengarMega Gengar,Undirected,Poison
Ivysaur,Koffing,Undirected,Poison
Ivysaur,Weezing,Undirected,Poison
Ivysaur,Spinarak,Undirected,Poison
Ivysaur,Ariados,Undirected,Poison
Ivysaur,Crobat,Undirected,Poison
Ivysaur,Qwilfish,Undirected,Poison
Ivysaur,Dustox,Undirected,Poison
Ivysaur,Roselia,Undirected,Poison
Ivysaur,Gulpin,Undirected,Poison
Ivysaur,Swalot,Undirected,Poison
Ivysaur,Seviper,Undirected,Poison
Ivysaur,Budew,Undirected,Poison
Ivysaur,Roserade,Undirected,Poison
Ivysaur,Stunky,Undirected,Poison
Ivysaur,Skuntank,Undirected,Poison
Ivysaur,Skorupi,Undirected,Poison
Ivysaur,Drapion,Undirected,Poison
Ivysaur,Croagunk,Undirected,Poison
Ivysaur,Toxicroak,Undirected,Poison
Ivysaur,Venipede,Undirected,Poison
Ivysaur,Whirlipede,Undirected,Poison
Ivysaur,Scolipede,Undirected,Poison
Ivysaur,Trubbish,Undirected,Poison
Ivysaur,Garbodor,Undirected,Poison
Ivysaur,Foongus,Undirected,Poison
Ivysaur,Amoonguss,Undirected,Poison
Ivysaur,Skrelp,Undirected,Poison
Ivysaur,Dragalge,Undirected,Poison
Venusaur,VenusaurMega Venusaur,Undirected,Poison
Venusaur,Weedle,Undirected,Poison
Venusaur,Kakuna,Undirected,Poison
Venusaur,Beedrill,Undirected,Poison
Venusaur,BeedrillMega Beedrill,Undirected,Poison
Venusaur,Ekans,Undirected,Poison
Venusaur,Arbok,Undirected,Poison
Venusaur,Nidoran♀,Undirected,Poison
Venusaur,Nidorina,Undirected,Poison
Venusaur,Nidoqueen,Undirected,Poison
Venusaur,Nidoran♂,Undirected,Poison
Venusaur,Nidorino,Undirected,Poison
Venusaur,Nidoking,Undirected,Poison
Venusaur,Zubat,Undirected,Poison
Venusaur,Golbat,Undirected,Poison
Venusaur,Oddish,Undirected,Poison
Venusaur,Gloom,Undirected,Poison
Venusaur,Vileplume,Undirected,Poison
Venusaur,Venonat,Undirected,Poison
Venusaur,Venomoth,Undirected,Poison
Venusaur,Bellsprout,Undirected,Poison
Venusaur,Weepinbell,Undirected,Poison
Venusaur,Victreebel,Undirected,Poison
Venusaur,Tentacool,Undirected,Poison
Venusaur,Tentacruel,Undirected,Poison
Venusaur,Grimer,Undirected,Poison
Venusaur,Muk,Undirected,Poison
Venusaur,Gastly,Undirected,Poison
Venusaur,Haunter,Undirected,Poison
Venusaur,Gengar,Undirected,Poison
Venusaur,GengarMega Gengar,Undirected,Poison
Venusaur,Koffing,Undirected,Poison
Venusaur,Weezing,Undirected,Poison
Venusaur,Spinarak,Undirected,Poison
Venusaur,Ariados,Undirected,Poison
Venusaur,Crobat,Undirected,Poison
Venusaur,Qwilfish,Undirected,Poison
Venusaur,Dustox,Undirected,Poison
Venusaur,Roselia,Undirected,Poison
Venusaur,Gulpin,Undirected,Poison
Venusaur,Swalot,Undirected,Poison
Venusaur,Seviper,Undirected,Poison
Venusaur,Budew,Undirected,Poison
Venusaur,Roserade,Undirected,Poison
Venusaur,Stunky,Undirected,Poison
Venusaur,Skuntank,Undirected,Poison
Venusaur,Skorupi,Undirected,Poison
Venusaur,Drapion,Undirected,Poison
Venusaur,Croagunk,Undirected,Poison
Venusaur,Toxicroak,Undirected,Poison
Venusaur,Venipede,Undirected,Poison
Venusaur,Whirlipede,Undirected,Poison
Venusaur,Scolipede,Undirected,Poison
Venusaur,Trubbish,Undirected,Poison
Venusaur,Garbodor,Undirected,Poison
Venusaur,Foongus,Undirected,Poison
Venusaur,Amoonguss,Undirected,Poison
Venusaur,Skrelp,Undirected,Poison
Venusaur,Dragalge,Undirected,Poison
VenusaurMega Venusaur,Weedle,Undirected,Poison
VenusaurMega Venusaur,Kakuna,Undirected,Poison
VenusaurMega Venusaur,Beedrill,Undirected,Poison
VenusaurMega Venusaur,BeedrillMega Beedrill,Undirected,Poison
VenusaurMega Venusaur,Ekans,Undirected,Poison
VenusaurMega Venusaur,Arbok,Undirected,Poison
VenusaurMega Venusaur,Nidoran♀,Undirected,Poison
VenusaurMega Venusaur,Nidorina,Undirected,Poison
VenusaurMega Venusaur,Nidoqueen,Undirected,Poison
VenusaurMega Venusaur,Nidoran♂,Undirected,Poison
VenusaurMega Venusaur,Nidorino,Undirected,Poison
VenusaurMega Venusaur,Nidoking,Undirected,Poison
VenusaurMega Venusaur,Zubat,Undirected,Poison
VenusaurMega Venusaur,Golbat,Undirected,Poison
VenusaurMega Venusaur,Oddish,Undirected,Poison
VenusaurMega Venusaur,Gloom,Undirected,Poison
VenusaurMega Venusaur,Vileplume,Undirected,Poison
VenusaurMega Venusaur,Venonat,Undirected,Poison
VenusaurMega Venusaur,Venomoth,Undirected,Poison
VenusaurMega Venusaur,Bellsprout,Undirected,Poison
VenusaurMega Venusaur,Weepinbell,Undirected,Poison
VenusaurMega Venusaur,Victreebel,Undirected,Poison
VenusaurMega Venusaur,Tentacool,Undirected,Poison
VenusaurMega Venusaur,Tentacruel,Undirected,Poison
VenusaurMega Venusaur,Grimer,Undirected,Poison
VenusaurMega Venusaur,Muk,Undirected,Poison
VenusaurMega Venusaur,Gastly,Undirected,Poison
VenusaurMega Venusaur,Haunter,Undirected,Poison
VenusaurMega Venusaur,Gengar,Undirected,Poison
VenusaurMega Venusaur,GengarMega Gengar,Undirected,Poison
VenusaurMega Venusaur,Koffing,Undirected,Poison
VenusaurMega Venusaur,Weezing,Undirected,Poison
VenusaurMega Venusaur,Spinarak,Undirected,Poison
VenusaurMega Venusaur,Ariados,Undirected,Poison
VenusaurMega Venusaur,Crobat,Undirected,Poison
VenusaurMega Venusaur,Qwilfish,Undirected,Poison
VenusaurMega Venusaur,Dustox,Undirected,Poison
VenusaurMega Venusaur,Roselia,Undirected,Poison
VenusaurMega Venusaur,Gulpin,Undirected,Poison
VenusaurMega Venusaur,Swalot,Undirected,Poison
VenusaurMega Venusaur,Seviper,Undirected,Poison
VenusaurMega Venusaur,Budew,Undirected,Poison
VenusaurMega Venusaur,Roserade,Undirected,Poison
VenusaurMega Venusaur,Stunky,Undirected,Poison
VenusaurMega Venusaur,Skuntank,Undirected,Poison
VenusaurMega Venusaur,Skorupi,Undirected,Poison
VenusaurMega Venusaur,Drapion,Undirected,Poison
VenusaurMega Venusaur,Croagunk,Undirected,Poison
VenusaurMega Venusaur,Toxicroak,Undirected,Poison
VenusaurMega Venusaur,Venipede,Undirected,Poison
VenusaurMega Venusaur,Whirlipede,Undirected,Poison
VenusaurMega Venusaur,Scolipede,Undirected,Poison
VenusaurMega Venusaur,Trubbish,Undirected,Poison
VenusaurMega Venusaur,Garbodor,Undirected,Poison
VenusaurMega Venusaur,Foongus,Undirected,Poison
VenusaurMega Venusaur,Amoonguss,Undirected,Poison
VenusaurMega Venusaur,Skrelp,Undirected,Poison
VenusaurMega Venusaur,Dragalge,Undirected,Poison
Weedle,Kakuna,Undirected,Poison
Weedle,Beedrill,Undirected,Poison
Weedle,BeedrillMega Beedrill,Undirected,Poison
Weedle,Ekans,Undirected,Poison
Weedle,Arbok,Undirected,Poison
Weedle,Nidoran♀,Undirected,Poison
Weedle,Nidorina,Undirected,Poison
Weedle,Nidoqueen,Undirected,Poison
Weedle,Nidoran♂,Undirected,Poison
Weedle,Nidorino,Undirected,Poison
Weedle,Nidoking,Undirected,Poison
Weedle,Zubat,Undirected,Poison
Weedle,Golbat,Undirected,Poison
Weedle,Oddish,Undirected,Poison
Weedle,Gloom,Undirected,Poison
Weedle,Vileplume,Undirected,Poison
Weedle,Venonat,Undirected,Poison
Weedle,Venomoth,Undirected,Poison
Weedle,Bellsprout,Undirected,Poison
Weedle,Weepinbell,Undirected,Poison
Weedle,Victreebel,Undirected,Poison
Weedle,Tentacool,Undirected,Poison
Weedle,Tentacruel,Undirected,Poison
Weedle,Grimer,Undirected,Poison
Weedle,Muk,Undirected,Poison
Weedle,Gastly,Undirected,Poison
Weedle,Haunter,Undirected,Poison
Weedle,Gengar,Undirected,Poison
Weedle,GengarMega Gengar,Undirected,Poison
Weedle,Koffing,Undirected,Poison
Weedle,Weezing,Undirected,Poison
Weedle,Spinarak,Undirected,Poison
Weedle,Ariados,Undirected,Poison
Weedle,Crobat,Undirected,Poison
Weedle,Qwilfish,Undirected,Poison
Weedle,Dustox,Undirected,Poison
Weedle,Roselia,Undirected,Poison
Weedle,Gulpin,Undirected,Poison
Weedle,Swalot,Undirected,Poison
Weedle,Seviper,Undirected,Poison
Weedle,Budew,Undirected,Poison
Weedle,Roserade,Undirected,Poison
Weedle,Stunky,Undirected,Poison
Weedle,Skuntank,Undirected,Poison
Weedle,Skorupi,Undirected,Poison
Weedle,Drapion,Undirected,Poison
Weedle,Croagunk,Undirected,Poison
Weedle,Toxicroak,Undirected,Poison
Weedle,Venipede,Undirected,Poison
Weedle,Whirlipede,Undirected,Poison
Weedle,Scolipede,Undirected,Poison
Weedle,Trubbish,Undirected,Poison
Weedle,Garbodor,Undirected,Poison
Weedle,Foongus,Undirected,Poison
Weedle,Amoonguss,Undirected,Poison
Weedle,Skrelp,Undirected,Poison
Weedle,Dragalge,Undirected,Poison
Kakuna,Beedrill,Undirected,Poison
Kakuna,BeedrillMega Beedrill,Undirected,Poison
Kakuna,Ekans,Undirected,Poison
Kakuna,Arbok,Undirected,Poison
Kakuna,Nidoran♀,Undirected,Poison
Kakuna,Nidorina,Undirected,Poison
Kakuna,Nidoqueen,Undirected,Poison
Kakuna,Nidoran♂,Undirected,Poison
Kakuna,Nidorino,Undirected,Poison
Kakuna,Nidoking,Undirected,Poison
Kakuna,Zubat,Undirected,Poison
Kakuna,Golbat,Undirected,Poison
Kakuna,Oddish,Undirected,Poison
Kakuna,Gloom,Undirected,Poison
Kakuna,Vileplume,Undirected,Poison
Kakuna,Venonat,Undirected,Poison
Kakuna,Venomoth,Undirected,Poison
Kakuna,Bellsprout,Undirected,Poison
Kakuna,Weepinbell,Undirected,Poison
Kakuna,Victreebel,Undirected,Poison
Kakuna,Tentacool,Undirected,Poison
Kakuna,Tentacruel,Undirected,Poison
Kakuna,Grimer,Undirected,Poison
Kakuna,Muk,Undirected,Poison
Kakuna,Gastly,Undirected,Poison
Kakuna,Haunter,Undirected,Poison
Kakuna,Gengar,Undirected,Poison
Kakuna,GengarMega Gengar,Undirected,Poison
Kakuna,Koffing,Undirected,Poison
Kakuna,Weezing,Undirected,Poison
Kakuna,Spinarak,Undirected,Poison
Kakuna,Ariados,Undirected,Poison
Kakuna,Crobat,Undirected,Poison
Kakuna,Qwilfish,Undirected,Poison
Kakuna,Dustox,Undirected,Poison
Kakuna,Roselia,Undirected,Poison
Kakuna,Gulpin,Undirected,Poison
Kakuna,Swalot,Undirected,Poison
Kakuna,Seviper,Undirected,Poison
Kakuna,Budew,Undirected,Poison
Kakuna,Roserade,Undirected,Poison
Kakuna,Stunky,Undirected,Poison
Kakuna,Skuntank,Undirected,Poison
Kakuna,Skorupi,Undirected,Poison
Kakuna,Drapion,Undirected,Poison
Kakuna,Croagunk,Undirected,Poison
Kakuna,Toxicroak,Undirected,Poison
Kakuna,Venipede,Undirected,Poison
Kakuna,Whirlipede,Undirected,Poison
Kakuna,Scolipede,Undirected,Poison
Kakuna,Trubbish,Undirected,Poison
Kakuna,Garbodor,Undirected,Poison
Kakuna,Foongus,Undirected,Poison
Kakuna,Amoonguss,Undirected,Poison
Kakuna,Skrelp,Undirected,Poison
Kakuna,Dragalge,Undirected,Poison
Beedrill,BeedrillMega Beedrill,Undirected,Poison
Beedrill,Ekans,Undirected,Poison
Beedrill,Arbok,Undirected,Poison
Beedrill,Nidoran♀,Undirected,Poison
Beedrill,Nidorina,Undirected,Poison
Beedrill,Nidoqueen,Undirected,Poison
Beedrill,Nidoran♂,Undirected,Poison
Beedrill,Nidorino,Undirected,Poison
Beedrill,Nidoking,Undirected,Poison
Beedrill,Zubat,Undirected,Poison
Beedrill,Golbat,Undirected,Poison
Beedrill,Oddish,Undirected,Poison
Beedrill,Gloom,Undirected,Poison
Beedrill,Vileplume,Undirected,Poison
Beedrill,Venonat,Undirected,Poison
Beedrill,Venomoth,Undirected,Poison
Beedrill,Bellsprout,Undirected,Poison
Beedrill,Weepinbell,Undirected,Poison
Beedrill,Victreebel,Undirected,Poison
Beedrill,Tentacool,Undirected,Poison
Beedrill,Tentacruel,Undirected,Poison
Beedrill,Grimer,Undirected,Poison
Beedrill,Muk,Undirected,Poison
Beedrill,Gastly,Undirected,Poison
Beedrill,Haunter,Undirected,Poison
Beedrill,Gengar,Undirected,Poison
Beedrill,GengarMega Gengar,Undirected,Poison
Beedrill,Koffing,Undirected,Poison
Beedrill,Weezing,Undirected,Poison
Beedrill,Spinarak,Undirected,Poison
Beedrill,Ariados,Undirected,Poison
Beedrill,Crobat,Undirected,Poison
Beedrill,Qwilfish,Undirected,Poison
Beedrill,Dustox,Undirected,Poison
Beedrill,Roselia,Undirected,Poison
Beedrill,Gulpin,Undirected,Poison
Beedrill,Swalot,Undirected,Poison
Beedrill,Seviper,Undirected,Poison
Beedrill,Budew,Undirected,Poison
Beedrill,Roserade,Undirected,Poison
Beedrill,Stunky,Undirected,Poison
Beedrill,Skuntank,Undirected,Poison
Beedrill,Skorupi,Undirected,Poison
Beedrill,Drapion,Undirected,Poison
Beedrill,Croagunk,Undirected,Poison
Beedrill,Toxicroak,Undirected,Poison
Beedrill,Venipede,Undirected,Poison
Beedrill,Whirlipede,Undirected,Poison
Beedrill,Scolipede,Undirected,Poison
Beedrill,Trubbish,Undirected,Poison
Beedrill,Garbodor,Undirected,Poison
Beedrill,Foongus,Undirected,Poison
Beedrill,Amoonguss,Undirected,Poison
Beedrill,Skrelp,Undirected,Poison
Beedrill,Dragalge,Undirected,Poison
BeedrillMega Beedrill,Ekans,Undirected,Poison
BeedrillMega Beedrill,Arbok,Undirected,Poison
BeedrillMega Beedrill,Nidoran♀,Undirected,Poison
BeedrillMega Beedrill,Nidorina,Undirected,Poison
BeedrillMega Beedrill,Nidoqueen,Undirected,Poison
BeedrillMega Beedrill,Nidoran♂,Undirected,Poison
BeedrillMega Beedrill,Nidorino,Undirected,Poison
BeedrillMega Beedrill,Nidoking,Undirected,Poison
BeedrillMega Beedrill,Zubat,Undirected,Poison
BeedrillMega Beedrill,Golbat,Undirected,Poison
BeedrillMega Beedrill,Oddish,Undirected,Poison
BeedrillMega Beedrill,Gloom,Undirected,Poison
BeedrillMega Beedrill,Vileplume,Undirected,Poison
BeedrillMega Beedrill,Venonat,Undirected,Poison
BeedrillMega Beedrill,Venomoth,Undirected,Poison
BeedrillMega Beedrill,Bellsprout,Undirected,Poison
BeedrillMega Beedrill,Weepinbell,Undirected,Poison
BeedrillMega Beedrill,Victreebel,Undirected,Poison
BeedrillMega Beedrill,Tentacool,Undirected,Poison
BeedrillMega Beedrill,Tentacruel,Undirected,Poison
BeedrillMega Beedrill,Grimer,Undirected,Poison
BeedrillMega Beedrill,Muk,Undirected,Poison
BeedrillMega Beedrill,Gastly,Undirected,Poison
BeedrillMega Beedrill,Haunter,Undirected,Poison
BeedrillMega Beedrill,Gengar,Undirected,Poison
BeedrillMega Beedrill,GengarMega Gengar,Undirected,Poison
BeedrillMega Beedrill,Koffing,Undirected,Poison
BeedrillMega Beedrill,Weezing,Undirected,Poison
BeedrillMega Beedrill,Spinarak,Undirected,Poison
BeedrillMega Beedrill,Ariados,Undirected,Poison
BeedrillMega Beedrill,Crobat,Undirected,Poison
BeedrillMega Beedrill,Qwilfish,Undirected,Poison
BeedrillMega Beedrill,Dustox,Undirected,Poison
BeedrillMega Beedrill,Roselia,Undirected,Poison
BeedrillMega Beedrill,Gulpin,Undirected,Poison
BeedrillMega Beedrill,Swalot,Undirected,Poison
BeedrillMega Beedrill,Seviper,Undirected,Poison
BeedrillMega Beedrill,Budew,Undirected,Poison
BeedrillMega Beedrill,Roserade,Undirected,Poison
BeedrillMega Beedrill,Stunky,Undirected,Poison
BeedrillMega Beedrill,Skuntank,Undirected,Poison
BeedrillMega Beedrill,Skorupi,Undirected,Poison
BeedrillMega Beedrill,Drapion,Undirected,Poison
BeedrillMega Beedrill,Croagunk,Undirected,Poison
BeedrillMega Beedrill,Toxicroak,Undirected,Poison
BeedrillMega Beedrill,Venipede,Undirected,Poison
BeedrillMega Beedrill,Whirlipede,Undirected,Poison
BeedrillMega Beedrill,Scolipede,Undirected,Poison
BeedrillMega Beedrill,Trubbish,Undirected,Poison
BeedrillMega Beedrill,Garbodor,Undirected,Poison
BeedrillMega Beedrill,Foongus,Undirected,Poison
BeedrillMega Beedrill,Amoonguss,Undirected,Poison
BeedrillMega Beedrill,Skrelp,Undirected,Poison
